Block Name,Row ID,avg(alphat),avg(DR),avg(epsilon),avg(k),avg(nut),avg(p),avg(p_rgh),avg(PMV),avg(PPD),avg(qr),avg(T),avg(Top),avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(wallHeatFlux),avg(X),avg(Y),avg(Z),max(alphat),max(DR),max(epsilon),max(k),max(nut),max(p),max(p_rgh),max(PMV),max(PPD),max(qr),max(T),max(Top),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(wallHeatFlux),max(X),max(Y),max(Z),med(alphat),med(DR),med(epsilon),med(k),med(nut),med(p),med(p_rgh),med(PMV),med(PPD),med(qr),med(T),med(Top),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(wallHeatFlux),med(X),med(Y),med(Z),min(alphat),min(DR),min(epsilon),min(k),min(nut),min(p),min(p_rgh),min(PMV),min(PPD),min(qr),min(T),min(Top),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(wallHeatFlux),min(X),min(Y),min(Z),N,q1(alphat),q1(DR),q1(epsilon),q1(k),q1(nut),q1(p),q1(p_rgh),q1(PMV),q1(PPD),q1(qr),q1(T),q1(Top),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(wallHeatFlux),q1(X),q1(Y),q1(Z),q3(alphat),q3(DR),q3(epsilon),q3(k),q3(nut),q3(p),q3(p_rgh),q3(PMV),q3(PPD),q3(qr),q3(T),q3(Top),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(wallHeatFlux),q3(X),q3(Y),q3(Z),std(alphat),std(DR),std(epsilon),std(k),std(nut),std(p),std(p_rgh),std(PMV),std(PPD),std(qr),std(T),std(Top),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(wallHeatFlux),std(X),std(Y),std(Z),sum(alphat),sum(DR),sum(epsilon),sum(k),sum(nut),sum(p),sum(p_rgh),sum(PMV),sum(PPD),sum(qr),sum(T),sum(Top),sum(U (0)),sum(U (1)),sum(U (2)),sum(U (Magnitude)),sum(wallHeatFlux),sum(X),sum(Y),sum(Z),Time,vtkValidPointMask
stats,169,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,1,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118164,44.6392,0.0186673,0.0648352,0.0998434,7.87314e+06,7.87434e+06,-53.0374,1328.36,-2.92467,23080.3,23014.4,0.00486076,0.0132023,0.0317243,0.0347039,2.117,-2.83617e-08,-0.00171766,1.30055,17000,1
stats,170,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,1,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116467,44.9714,0.0186769,0.0646822,0.0984177,7.87317e+06,7.87435e+06,-53.1301,1332.5,-2.98289,23080.4,23014,-0.00213329,0.0198816,0.0299885,0.0360435,2.17669,-2.83617e-08,-0.00171766,1.30055,17100,1
stats,171,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,1,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119278,44.2379,0.0187158,0.0656496,0.100781,7.87319e+06,7.87435e+06,-52.6724,1315.61,-2.89695,23080.4,23015.7,0.0133139,0.0163814,0.0337668,0.0398222,2.08428,-2.83617e-08,-0.00171766,1.30055,17200,1
stats,172,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,1,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117985,44.4485,0.0186864,0.0649469,0.0996932,7.87324e+06,7.87443e+06,-52.9093,1323.75,-2.91451,23080.6,23014.8,-0.0123192,0.00823042,0.0334652,0.0365981,2.11417,-2.83617e-08,-0.00171766,1.30055,17300,1
stats,173,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,1,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1185,44.3651,0.0186592,0.0651157,0.100124,7.87312e+06,7.87427e+06,-52.9189,1323.58,-2.8917,23080.2,23014.8,0.006342,-0.00214508,0.0318774,0.0325729,2.08216,-2.83617e-08,-0.00171766,1.30055,17400,1
stats,174,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,1,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118427,44.5507,0.0186723,0.0649257,0.100066,7.87322e+06,7.87443e+06,-52.9036,1321.76,-2.90289,23080.5,23014.8,-0.0115949,0.000290688,0.0338866,0.0358166,2.09693,-2.83617e-08,-0.00171766,1.30055,17500,1
stats,175,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,1,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118026,44.833,0.0187026,0.0652281,0.0997281,7.87309e+06,7.87427e+06,-52.7012,1316.13,-2.889,23080.1,23015.7,0.00105173,0.031861,0.0325833,0.045584,2.07301,-2.83617e-08,-0.00171766,1.30055,17600,1
stats,176,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,1,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117705,44.9253,0.0187187,0.0651937,0.0994556,7.87336e+06,7.87451e+06,-52.6402,1314.48,-2.87579,23080.9,23015.7,0.0114615,0.0130487,0.0354631,0.0394875,2.06425,-2.83617e-08,-0.00171766,1.30055,17700,1
stats,177,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,1,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118585,45.1685,0.0186979,0.0654161,0.100199,7.87317e+06,7.87435e+06,-52.8909,1322.77,-2.8393,23080.3,23014.9,0.0134269,0.00698836,0.0331613,0.0364526,2.03745,-2.83617e-08,-0.00171766,1.30055,17800,1
stats,178,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,1,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118089,44.5455,0.018786,0.0652662,0.0997842,7.87337e+06,7.87454e+06,-52.8281,1321.21,-2.95196,23080.9,23015,-0.00533967,0.02301,0.0340015,0.0414014,2.14571,-2.83617e-08,-0.00171766,1.30055,17900,1
stats,179,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,1,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118212,44.6003,0.0186975,0.0650123,0.0998818,7.87323e+06,7.87443e+06,-52.8393,1321.59,-2.9686,23080.6,23015.1,0.00933251,0.010363,0.0312046,0.0341791,2.15399,-2.83617e-08,-0.00171766,1.30055,18000,1
stats,180,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,1,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115825,44.8131,0.01868,0.0646726,0.0978788,7.87335e+06,7.8745e+06,-52.8841,1324.72,-2.92243,23080.9,23014.8,-0.000924169,0.0073054,0.0323779,0.0332047,2.11325,-2.83617e-08,-0.00171766,1.30055,18100,1
stats,181,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,1,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11865,44.6882,0.0187045,0.0656708,0.100254,7.87343e+06,7.87458e+06,-52.7086,1315.9,-2.85972,23081.1,23015.4,0.01402,0.00874186,0.0331512,0.0370403,2.05156,-2.83617e-08,-0.00171766,1.30055,18200,1
stats,182,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,1,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119575,44.7577,0.0186974,0.0652638,0.101032,7.87342e+06,7.87458e+06,-52.8956,1322.44,-2.91603,23081.1,23014.7,-0.00569629,-0.00306147,0.0332457,0.0338689,2.11166,-2.83617e-08,-0.00171766,1.30055,18300,1
